Time [s],Packet ID,MOSI,MISO
9.1022561000,13030,0x7D,
9.1022688000,13030,0x20,
9.1022816800,13030,0x20,
9.1022945800,13030,0x20,
9.1023074600,13030,0x40,
9.1023203600,13030,0x82,
9.1023332400,13030,0x26,
9.1023461400,13030,0x40,
9.1023590200,13030,0x04,
9.1023719200,13030,0x40,
9.1023903000,13030,0x21,
9.1024030000,13030,0x00,
9.1024159000,13030,0x00,
9.1024288000,13030,0x00,
9.1024416800,13030,0x00,
9.1024545800,13030,0x00,
9.1024674800,13030,0x00,
9.1036391600,13031,0x07,
9.1036485600,13031,0x2E,
9.1036643800,13032,0x27,
9.1036742200,13032,0x2E,
9.1036888000,13033,0xE1,
9.1036986400,13033,0x00,
9.1037132000,13034,0x20,
9.1037232200,13034,0x8F,
9.1086355200,13035,0x07,
9.1086449400,13035,0x0E,
9.1086625000,13036,0x20,
9.1086725200,13036,0x8E,
9.1090198600,13037,0x25,
9.1090297000,13037,0x3E,
9.1091234800,13038,0xA0,
9.1091363800,13038,0x80,
9.1091492600,13038,0xB6,
9.1091621600,13038,0xDE,
9.1091750600,13038,0x24,
9.1091879600,13038,0x7D,
9.1092006600,13038,0x7D,
9.1092133600,13038,0x7D,
9.1092260600,13038,0x7D,
9.1092442400,13038,0x20,
9.1092571400,13038,0x20,
9.1092700200,13038,0x20,
9.1092829200,13038,0x40,
